rated,turns,game_result,winner,opening_moves,estimated_time,rating_difference
1,54,3,2,1,10.0,-65
1,69,2,0,2,10.0,-49
1,83,2,0,2,10.0,347
1,51,3,0,4,10.0,373
1,41,3,0,2,17.0,115
0,96,2,2,5,13.0,124
1,60,3,2,6,10.0,10
1,90,2,2,1,10.0,-50
1,98,2,2,6,10.0,280
1,67,3,0,4,10.0,218
1,23,2,0,7,10.0,362
1,21,2,0,4,10.0,-13
1,61,2,0,1,10.0,12
1,92,0,2,1,10.0,-167
1,16,2,2,1,10.0,-105
1,67,2,0,5,10.0,84
1,79,2,0,1,10.0,74
1,67,2,0,6,9.0,186
1,45,2,0,4,9.0,-231
1,61,0,0,1,10.0,-65
1,94,2,0,4,10.0,-11
1,65,3,0,4,10.0,-37
1,83,3,0,6,10.0,-100
1,133,2,0,6,10.0,5
1,67,2,2,4,10.0,-91
1,47,2,0,1,10.0,60
1,46,3,2,5,10.0,-28
1,64,3,2,7,30.0,118
1,74,3,2,8,27.0,84
1,47,3,0,10,27.0,-120
1,123,2,0,5,27.0,100
1,39,3,0,5,22.0,113
1,114,2,2,5,22.0,330
1,53,3,0,9,24.0,-46
1,27,2,0,3,24.0,24
1,27,2,0,4,20.0,-307
1,61,2,0,3,20.0,54
1,123,3,0,3,10.0,186
1,99,0,0,4,10.0,360
1,17,3,0,7,10.0,180
1,101,3,0,6,10.0,410
1,54,3,2,10,10.0,-489
1,45,2,0,6,10.0,-166
1,32,3,2,5,10.0,27
1,113,3,0,7,20.0,72
1,44,3,2,2,25.0,-323
1,23,2,0,6,25.0,-157
1,47,3,0,4,21.0,189
1,54,2,0,1,30.0,14
1,53,3,0,3,21.0,5
1,43,2,0,4,10.0,-29
1,10,2,2,7,10.0,-520
1,85,2,2,9,10.0,-279
1,56,2,2,2,10.0,14
1,29,2,0,5,10.0,-11
1,48,0,2,3,10.0,-284
1,56,3,2,5,10.0,-66
1,88,3,2,3,10.0,-519
1,84,3,2,6,10.0,-447
1,83,0,0,3,10.0,-101
1,76,3,2,1,10.0,-303
1,75,2,0,7,10.0,-183
1,43,3,0,4,10.0,-203
1,66,3,2,1,10.0,-371
1,48,2,0,2,10.0,214
1,22,2,2,5,10.0,-239
1,36,2,2,6,10.0,79
1,42,0,2,4,10.0,28
1,96,3,2,9,10.0,-77
1,64,2,2,6,10.0,-134
0,65,3,0,6,20.0,152
1,69,0,0,4,16.0,74
1,51,2,0,8,20.0,-132
1,99,2,0,7,13.0,182
1,60,0,2,5,13.0,-148
1,69,2,0,4,15.0,110
1,44,0,2,7,18.0,-404
1,99,2,0,8,13.0,-134
1,132,2,2,3,11.0,146
1,69,2,0,4,13.0,283
1,64,2,2,4,10.0,-138
1,48,2,2,5,30.0,-181
1,36,2,2,10,13.0,-72
1,28,3,2,4,13.0,100
1,30,2,2,3,18.0,-132
1,46,2,2,7,9.0,-204
1,25,2,0,3,12.0,352
1,92,2,2,7,10.0,-304
1,90,3,2,4,20.0,-105
1,111,2,0,4,10.0,236
1,45,2,0,4,16.0,158
1,50,1,1,8,16.0,-167
1,56,1,1,7,16.0,177
1,46,2,0,1,13.0,133
1,12,2,2,2,13.0,-89
1,56,2,2,3,12.0,-304
1,47,0,0,4,15.0,70
1,30,2,2,5,28.0,-96
1,53,3,0,3,28.0,79
1,138,3,2,5,13.0,-50
1,30,2,2,6,40.0,-84
0,61,0,0,1,15.0,165
1,68,3,2,4,15.0,53
1,81,2,0,2,19.0,200
1,119,2,0,3,10.0,266
1,18,2,2,6,18.0,-29
0,30,2,2,3,11.0,-68
1,89,0,0,3,11.0,-3
1,35,3,0,1,18.0,95
1,11,2,0,3,10.0,25
1,22,2,2,2,13.0,55
1,43,3,0,4,18.0,-146
1,59,2,0,2,8.0,112
1,41,3,0,3,10.0,130
1,58,3,2,8,10.0,-130
1,16,2,0,3,10.0,136
1,48,3,2,3,10.0,-57
1,88,0,2,4,10.0,-701
1,61,2,0,7,10.0,-617
1,70,2,2,4,10.0,560
1,12,2,2,3,10.0,533
1,45,3,0,6,10.0,-367
1,68,3,2,5,10.0,400
1,62,3,2,8,10.0,-785
1,41,2,2,5,10.0,141
1,39,3,0,2,10.0,98
1,35,3,0,4,10.0,19
1,106,3,2,3,10.0,-5
1,29,2,2,3,10.0,-54
1,19,2,0,5,10.0,21
1,18,2,2,8,10.0,17
1,19,3,0,7,10.0,-18
1,138,2,2,7,10.0,152
1,61,2,2,2,10.0,105
1,25,3,0,6,10.0,21
1,47,3,0,4,10.0,-51
1,32,3,2,3,10.0,0
1,60,2,2,4,10.0,-286
1,118,3,2,2,10.0,-178
1,51,3,0,5,10.0,188
1,27,2,0,3,10.0,175
1,14,2,2,3,10.0,-217
1,123,0,1,4,10.0,-10
1,74,0,2,1,10.0,-80
0,8,2,2,3,30.0,-356
1,125,0,0,4,10.0,39
1,122,3,2,6,10.0,-37
1,120,3,2,3,10.0,65
1,123,3,0,4,10.0,-95
1,56,3,2,4,10.0,-82
1,35,1,1,4,10.0,25
1,55,3,0,2,10.0,-51
1,59,2,2,2,10.0,99
1,85,3,0,2,10.0,158
1,78,3,2,5,10.0,-269
1,67,2,2,2,10.0,-137
0,74,0,2,4,12.0,-178
0,85,2,0,6,10.0,-87
0,64,2,0,11,15.0,123
0,39,3,0,8,10.0,10
1,56,2,2,6,10.0,58
1,51,2,0,9,10.0,-123
1,21,3,0,11,25.0,75
1,44,3,2,9,25.0,-22
1,42,2,2,1,25.0,-302
1,31,2,0,6,25.0,278
1,20,3,2,1,25.0,-249
1,35,2,0,3,25.0,211
1,50,3,2,1,25.0,-157
1,59,3,0,7,25.0,219
1,25,3,0,2,25.0,-24
1,31,2,0,5,20.0,319
1,15,2,0,6,15.0,170
1,74,2,2,5,10.0,-103
1,45,3,0,5,15.0,316
1,13,2,0,3,15.0,33
0,52,3,2,3,20.0,-498
0,27,3,0,7,20.0,498
0,9,3,0,3,20.0,-498
1,130,1,1,6,20.0,304
1,11,2,0,3,25.0,307
1,44,2,2,3,30.0,-15
1,56,2,0,2,30.0,-53
1,22,2,2,1,30.0,138
1,68,3,2,2,30.0,-805
1,25,2,0,6,30.0,804
1,62,3,2,3,30.0,-534
1,13,3,0,3,30.0,529
1,16,2,2,3,30.0,-524
1,49,2,0,1,30.0,144
1,94,2,2,2,30.0,-110
1,22,2,2,3,17.0,-608
1,8,1,1,6,33.0,383
0,16,1,1,4,22.0,-152
0,71,2,0,5,22.0,152
0,69,2,2,4,22.0,26
0,27,2,0,10,22.0,-26
0,47,3,0,5,22.0,26
0,44,2,0,3,22.0,120
0,46,2,0,2,22.0,-21
1,111,3,0,4,22.0,-143
0,33,2,0,6,22.0,-23
0,57,2,0,11,22.0,-45
0,41,2,0,8,22.0,45
0,99,2,2,4,22.0,-13
0,89,2,0,13,22.0,48
0,76,3,2,6,22.0,-48
1,96,1,1,5,22.0,141
0,43,2,0,12,22.0,106
0,44,2,0,6,22.0,129
1,63,3,0,4,22.0,-74
0,54,2,2,4,22.0,-180
0,54,2,0,3,22.0,153
1,21,2,0,3,22.0,-27
1,43,2,0,4,22.0,44
1,75,1,1,7,22.0,47
0,28,2,2,2,25.0,-57
1,39,2,0,4,22.0,115
1,28,3,2,3,22.0,-95
1,57,2,0,5,22.0,120
1,112,1,1,5,22.0,40
1,109,2,0,4,22.0,-73
1,11,2,0,4,22.0,56
0,45,2,0,3,16.0,362
0,32,2,2,4,22.0,5
0,20,2,2,3,22.0,86
0,28,2,2,4,22.0,-86
0,52,3,2,4,22.0,86
1,61,2,0,3,22.0,-86
0,17,2,0,8,18.0,90
0,62,2,2,3,18.0,-90
0,31,2,0,7,18.0,90
0,32,2,2,6,22.0,106
0,29,2,0,7,18.0,131
1,85,2,0,6,15.0,130
1,15,2,0,2,18.0,218
1,40,3,2,6,17.0,-208
1,59,2,0,4,10.0,96
1,36,2,2,9,18.0,-25
1,25,3,0,7,8.0,253
1,72,2,2,10,15.0,-15
1,64,2,2,4,15.0,39
1,85,2,0,2,15.0,-65
1,48,2,2,3,15.0,93
1,89,2,0,6,15.0,-122
1,51,2,0,4,12.0,318
1,37,2,0,3,10.0,-188
1,56,3,2,4,25.0,-147
1,39,2,2,6,15.0,-154
0,59,2,0,10,15.0,177
1,122,3,2,4,18.0,-269
1,82,2,0,6,18.0,260
1,44,2,2,7,12.0,134
1,41,3,0,8,8.0,114
1,18,3,2,2,8.0,-97
1,113,2,0,4,13.0,110
1,59,2,0,13,17.0,8
1,37,2,0,3,12.0,126
1,101,2,0,5,8.0,249
1,81,0,0,6,20.0,-120
1,70,2,2,7,8.0,54
1,15,3,0,5,8.0,-81
1,71,2,0,4,12.0,85
1,32,2,0,5,10.0,209
1,44,2,2,4,13.0,-171
1,39,2,2,6,20.0,-118
1,63,2,0,3,10.0,98
1,59,3,0,3,8.0,70
1,87,1,1,2,10.0,-26
1,16,3,2,7,10.0,51
1,52,2,2,4,11.0,-1
1,55,2,2,10,10.0,-175
1,26,2,2,1,13.0,-280
1,36,3,2,8,18.0,-8
1,50,2,2,4,15.0,84
1,26,2,2,4,13.0,58
1,17,3,0,4,11.0,179
1,42,2,0,4,15.0,85
1,119,2,0,2,10.0,260
1,64,2,2,3,10.0,-141
1,94,0,2,11,10.0,22
1,46,2,2,4,10.0,166
1,24,2,2,4,22.0,-315
1,101,2,0,4,10.0,257
0,88,3,2,3,10.0,-269
0,78,0,2,7,10.0,-87
0,31,2,0,4,20.0,0
0,72,2,0,7,30.0,206
0,70,3,2,5,32.0,-153
1,30,2,2,4,18.0,-166
0,87,3,0,4,10.0,-24
0,66,2,0,2,8.0,519
1,59,2,0,4,10.0,509
1,80,2,2,4,10.0,-115
1,66,3,2,1,10.0,-13
1,89,2,0,3,10.0,-12
1,5,0,0,3,10.0,60
1,52,3,2,1,10.0,18
1,46,2,0,2,30.0,31
1,35,3,0,4,30.0,-60
1,40,0,2,2,18.0,103
1,8,2,2,2,10.0,-222
1,53,2,0,4,10.0,-235
0,120,2,2,4,13.0,-235
0,73,2,2,4,15.0,-235
1,22,1,1,4,30.0,-4
1,66,0,2,4,10.0,-2
1,85,2,0,5,19.0,-11
1,30,3,2,3,13.0,221
1,49,3,0,7,30.0,175
1,19,1,1,3,22.0,91
1,80,3,2,5,10.0,-213
0,5,2,0,4,17.0,-52
0,41,2,0,3,17.0,194
1,53,3,0,2,17.0,-36
1,30,3,2,1,17.0,132
1,86,1,1,4,10.0,-120
1,81,2,0,2,25.0,8
1,56,3,2,3,10.0,-46
1,42,2,2,2,13.0,-95
1,35,2,0,2,13.0,15
1,132,0,2,5,10.0,-114
1,42,1,1,4,13.0,-6
1,130,3,2,4,13.0,28
1,91,3,0,17,13.0,-111
1,56,0,2,5,18.0,7
1,61,3,0,10,13.0,96
1,67,3,0,17,13.0,-113
1,79,2,0,5,8.0,265
1,116,2,2,5,13.0,12
1,79,3,0,11,13.0,-38
1,35,3,0,2,13.0,-1
1,59,2,0,8,10.0,564
1,83,3,0,4,13.0,46
1,74,3,2,5,10.0,29
1,65,2,0,5,8.0,249
1,67,0,0,2,13.0,85
1,114,3,2,5,13.0,18
1,51,2,0,5,13.0,87
1,100,1,1,5,13.0,20
1,76,0,2,4,13.0,-10
1,132,3,2,5,10.0,-28
1,29,2,2,4,10.0,-128
1,115,0,0,3,10.0,51
1,109,3,0,5,10.0,-29
1,86,3,2,5,10.0,129
1,57,3,0,6,10.0,-9
1,64,3,2,6,10.0,6
1,89,2,0,3,10.0,-15
1,122,2,2,4,10.0,39
1,20,0,2,4,16.0,-408
1,33,3,0,3,16.0,378
1,38,3,2,3,16.0,-816
1,96,3,2,6,16.0,-814
1,137,3,0,4,17.0,350
1,44,2,2,2,8.0,-560
1,81,2,0,4,8.0,-431
1,22,3,2,6,25.0,-528
1,11,3,0,3,10.0,503
1,17,3,0,4,22.0,507
1,35,3,0,3,10.0,208
1,43,3,0,6,15.0,-52
1,14,2,2,10,15.0,-234
1,12,2,2,3,15.0,143
1,52,3,2,6,15.0,104
1,14,2,2,6,15.0,160
1,13,3,0,7,15.0,-178
1,30,2,2,5,15.0,36
1,61,2,0,5,15.0,230
1,52,3,2,4,15.0,-54
1,15,2,0,5,15.0,5
1,44,2,0,3,9.0,-134
1,47,3,0,7,10.0,-179
1,34,2,2,3,10.0,-13
1,42,3,2,5,10.0,-7
1,86,2,2,4,10.0,120
0,33,3,0,3,10.0,-62
1,74,2,2,3,9.0,255
1,23,2,2,2,8.0,99
0,87,2,0,2,15.0,-8
0,32,3,2,6,15.0,8
0,16,2,2,1,10.0,-508
0,24,2,2,7,15.0,-219
0,93,0,0,2,10.0,105
0,104,3,2,3,10.0,-81
1,102,3,2,2,25.0,-262
0,10,3,2,3,14.0,-193
0,37,3,0,3,14.0,193
0,60,2,2,3,14.0,-193
0,20,2,2,4,14.0,122
1,13,3,0,2,28.0,-163
1,6,3,2,1,28.0,-170
1,43,3,0,2,8.0,430
1,79,2,0,6,18.0,-108
1,98,3,2,8,18.0,17
0,31,2,0,3,18.0,109
1,101,2,0,5,18.0,372
1,40,2,0,8,18.0,367
1,46,2,0,9,18.0,360
1,24,2,0,7,13.0,104
1,60,3,2,9,13.0,259
1,51,2,0,7,10.0,33
1,112,3,2,13,18.0,102
1,77,3,0,2,10.0,109
1,42,2,2,5,10.0,115
1,65,2,0,8,10.0,-2
1,137,1,1,5,22.0,-39
1,52,3,2,5,22.0,53
1,85,0,0,6,8.0,-8
1,35,2,0,5,8.0,-14
1,80,0,2,4,10.0,-29
1,105,2,0,5,10.0,-58
1,90,2,2,3,16.0,33
1,96,0,2,7,15.0,23
1,38,2,2,3,8.0,-148
1,84,0,2,4,8.0,131
1,41,2,0,5,11.0,52
1,62,0,2,6,13.0,-38
1,53,0,0,6,12.0,144
1,27,3,0,6,13.0,91
1,78,2,2,5,13.0,2
1,47,2,0,6,9.0,17
1,33,2,0,5,17.0,28
1,103,2,0,6,12.0,-71
1,46,0,2,6,10.0,-101
1,79,2,2,3,21.0,-94
1,73,3,0,4,15.0,58
0,37,2,0,10,10.0,134
0,23,2,0,4,8.0,-180
1,41,2,0,1,8.0,76
1,29,2,0,2,8.0,-106
1,50,2,2,3,17.0,-22
0,85,0,0,2,8.0,25
1,29,2,0,5,15.0,-269
1,39,3,0,3,10.0,-296
1,39,3,0,3,10.0,469
1,35,3,0,4,12.0,79
1,32,3,2,3,12.0,-18
1,21,3,0,3,12.0,-64
1,79,2,0,7,15.0,230
1,43,2,0,1,20.0,76
1,40,2,2,1,18.0,-80
1,78,2,0,2,15.0,17
1,29,2,0,2,8.0,14
0,12,2,2,2,25.0,146
1,47,3,0,1,15.0,-73
0,40,2,0,2,27.0,300
1,90,3,2,4,10.0,-289
1,57,3,0,5,10.0,85
1,45,3,0,2,10.0,68
1,69,2,0,2,10.0,112
1,25,2,0,3,10.0,-24
1,50,2,2,2,10.0,-12
1,75,2,0,2,10.0,3
1,90,2,2,4,10.0,88
1,14,2,2,5,10.0,-71
1,37,2,0,4,10.0,9
1,52,2,2,4,10.0,-14
1,52,3,2,4,10.0,-25
1,54,2,2,2,10.0,-28
1,22,3,2,3,10.0,-185
1,31,2,0,3,10.0,-5
1,85,3,0,3,10.0,2
1,64,2,0,2,10.0,-14
1,9,3,0,3,10.0,22
1,40,2,2,2,10.0,33
1,132,2,2,3,10.0,6
1,42,3,2,3,10.0,-52
1,50,2,0,6,10.0,-28
1,37,2,0,2,10.0,44
1,117,2,0,3,10.0,15
1,70,0,2,1,10.0,58
1,14,2,2,5,10.0,-38
1,59,2,0,3,10.0,-2
1,39,2,0,2,10.0,-112
1,26,2,2,2,10.0,-35
1,58,2,2,9,10.0,0
1,104,3,2,2,10.0,17
1,63,3,0,9,10.0,138
1,97,3,0,2,10.0,7
1,51,2,0,2,10.0,63
1,63,2,2,6,10.0,52
1,33,2,0,3,10.0,11
1,79,2,0,6,10.0,-1
1,33,2,0,9,10.0,103
1,11,2,0,2,10.0,71
1,21,2,0,4,10.0,57
1,17,2,0,2,10.0,-83
1,26,2,0,3,10.0,65
1,29,3,0,2,10.0,-93
1,61,2,0,2,10.0,-47
1,39,2,2,3,10.0,45
1,59,2,0,3,10.0,-15
0,27,3,0,2,20.0,93
0,34,3,2,1,20.0,-93
0,17,3,0,2,10.0,93
0,5,2,0,1,20.0,530
1,47,3,0,3,8.0,727
1,18,3,2,2,8.0,-242
0,9,2,0,7,12.0,121
1,44,3,2,8,22.0,50
1,53,3,0,7,22.0,-85
1,26,2,2,4,10.0,63
1,7,2,0,3,10.0,114
1,4,2,0,4,13.0,98
0,45,2,0,2,8.0,273
1,17,2,2,3,10.0,-299
1,57,2,0,6,15.0,329
1,85,3,0,5,17.0,465
1,28,2,0,3,15.0,-157
1,78,3,2,5,20.0,313
0,91,2,0,2,13.0,-41
1,70,2,2,5,10.0,50
1,48,2,2,3,20.0,40
1,7,2,0,3,8.0,-49
1,30,2,2,8,22.0,-669
1,52,3,2,3,22.0,-669
1,20,2,2,3,15.0,-243
1,7,3,0,3,8.0,-316
1,62,3,2,8,25.0,-201
1,71,3,0,3,25.0,176
1,44,3,2,1,25.0,21
1,33,3,0,1,25.0,81
0,29,3,0,4,10.0,363
1,64,1,1,3,48.0,240
1,89,3,0,3,10.0,10
1,57,2,2,3,17.0,-11
1,113,1,1,3,17.0,-18
1,34,3,2,8,17.0,-224
1,99,1,1,5,17.0,-35
1,32,2,2,3,17.0,68
1,33,2,0,5,17.0,-151
1,103,1,1,4,17.0,160
1,111,1,1,2,17.0,-62
1,18,2,2,2,17.0,143
1,67,2,0,11,17.0,60
1,81,3,0,8,17.0,-6
1,57,3,0,3,17.0,-48
0,99,3,0,5,17.0,28
1,102,3,2,4,25.0,-54
1,40,2,2,3,25.0,-222
0,38,2,0,1,25.0,77
1,20,2,2,6,40.0,39
1,112,3,2,7,15.0,-333
1,91,2,0,4,48.0,32
1,37,3,0,1,25.0,-84
1,115,3,0,1,45.0,200
1,47,3,0,5,27.0,250
1,46,3,2,7,27.0,-241
1,31,2,0,4,27.0,231
1,53,2,0,1,40.0,75
1,20,3,2,8,40.0,-103
1,63,2,0,2,40.0,-55
1,70,3,2,7,40.0,60
1,77,1,1,4,40.0,-34
1,41,1,1,5,40.0,87
1,112,2,2,2,40.0,93
1,68,3,2,1,30.0,2
1,96,1,1,8,40.0,-154
1,80,3,2,5,40.0,-28
1,67,3,0,4,10.0,529
1,36,3,2,1,10.0,-62
1,91,3,0,3,10.0,409
1,16,3,2,5,12.0,-328
1,24,2,0,5,17.0,623
1,8,2,2,3,10.0,-1155
1,18,2,2,3,10.0,-452
1,103,3,0,4,10.0,390
1,10,2,0,2,10.0,629
1,76,3,2,3,10.0,-111
1,106,3,2,4,15.0,-488
1,26,3,2,4,8.0,388
1,13,3,0,3,8.0,-532
1,54,2,2,3,10.0,-504
1,67,3,0,3,10.0,494
1,12,2,2,3,10.0,-482
1,60,3,2,1,23.0,-553
1,39,2,0,5,15.0,717
1,9,0,0,4,12.0,259
1,38,2,0,5,12.0,403
1,34,2,2,1,13.0,-528
1,41,0,0,3,12.0,353
1,57,3,0,1,12.0,-685
1,52,0,2,5,10.0,-607
1,31,3,0,7,10.0,328
1,12,2,2,5,15.0,146
1,35,3,0,2,16.0,334
1,73,0,0,1,20.0,151
1,86,3,2,2,10.0,-246
1,11,2,0,3,15.0,215
0,10,0,2,5,13.0,-293
0,81,2,0,5,13.0,293
0,15,2,2,3,13.0,-293
1,12,2,2,4,13.0,-57
1,55,2,0,5,13.0,-8
1,81,3,0,3,13.0,3
1,50,3,2,5,13.0,47
1,46,0,2,4,13.0,111
1,21,2,0,2,13.0,-28
1,27,2,0,3,13.0,-7
1,54,3,2,3,10.0,43
1,35,3,0,2,10.0,-97
1,23,2,0,1,10.0,-54
1,20,2,2,2,10.0,-29
1,10,2,2,4,10.0,6
1,12,1,1,4,10.0,123
1,4,2,2,2,10.0,-34
1,44,3,2,2,10.0,-124
1,22,0,2,6,10.0,68
1,86,3,2,4,10.0,72
1,50,3,2,5,10.0,53
1,108,3,2,4,10.0,-330
1,41,0,0,5,25.0,219
1,16,2,0,5,25.0,28
1,21,2,0,11,25.0,127
1,30,0,2,4,22.0,-7
1,109,2,0,3,8.0,304
1,54,2,2,7,8.0,-140
1,96,2,2,10,8.0,-349
0,68,1,1,7,20.0,459
1,39,1,1,7,18.0,-160
1,104,3,2,4,8.0,-128
1,54,0,2,5,8.0,111
1,75,3,0,10,8.0,252
1,67,0,0,3,8.0,11
0,68,0,2,7,20.0,308
1,88,3,2,7,18.0,-201
1,56,2,2,3,12.0,76
0,39,3,0,3,10.0,401
1,121,3,0,4,10.0,-26
1,44,3,2,6,13.0,219
1,27,0,0,5,35.0,36
1,35,3,0,6,13.0,-167
1,45,3,0,8,16.0,132
1,20,2,2,4,15.0,-219
1,78,3,2,5,12.0,-209
1,56,3,2,4,12.0,138
1,141,3,0,3,12.0,95
1,61,0,0,5,10.0,570
1,64,3,2,3,10.0,-148
1,19,3,0,5,10.0,596
1,26,3,2,6,10.0,-460
1,51,3,0,2,10.0,855
1,115,0,0,5,8.0,248
1,100,3,2,17,8.0,-52
1,75,3,0,7,8.0,214
1,64,3,2,10,8.0,128
1,14,1,1,6,15.0,-269
0,36,3,2,15,20.0,-752
1,85,1,1,18,8.0,-132
1,64,3,2,4,8.0,-545
1,77,0,0,10,8.0,74
1,74,3,2,17,8.0,-24
0,70,0,2,2,20.0,643
1,38,1,1,5,18.0,181
1,40,3,2,6,18.0,-132
1,31,0,0,5,27.0,520
1,56,3,2,3,17.0,2
1,47,3,0,4,18.0,-285
1,33,2,0,7,18.0,163
1,32,2,2,4,18.0,42
1,23,3,0,4,33.0,-107
1,77,2,0,2,33.0,80
1,17,2,0,7,33.0,-64
1,128,3,2,3,33.0,-138
1,32,2,2,5,33.0,-97
1,48,2,2,5,33.0,-45
1,26,2,0,2,33.0,-199
1,46,2,2,4,23.0,-74
0,12,2,0,3,10.0,106
1,32,2,2,4,18.0,189
1,124,2,2,5,50.0,-327
1,17,2,0,7,50.0,430
0,94,2,2,2,10.0,-372
0,23,2,0,5,12.0,503
0,51,3,0,9,12.0,503
0,38,0,2,4,8.0,-503
0,85,3,0,1,8.0,172
0,114,3,2,2,8.0,-172
0,70,0,2,2,8.0,-82
0,85,3,0,5,8.0,82
0,62,3,2,3,8.0,-82
0,53,3,0,6,8.0,82
0,60,3,2,2,8.0,-448
0,41,3,0,7,8.0,448
0,20,2,2,4,8.0,-448
0,14,2,2,3,9.0,-448
0,51,3,0,6,9.0,448
0,39,3,0,5,9.0,448
1,70,0,2,4,8.0,-173
1,9,2,0,5,19.0,-78
1,15,2,0,4,15.0,98
1,80,0,2,4,15.0,-282
1,39,3,0,8,21.0,34
1,66,3,2,2,11.0,205
0,81,2,0,7,18.0,-373
0,69,3,0,2,15.0,-329
0,28,3,2,2,20.0,-138
1,46,0,2,4,12.0,-84
1,113,0,1,3,10.0,306
1,46,3,2,7,10.0,-289
1,114,3,2,4,10.0,37
1,59,2,0,2,10.0,-193
1,93,3,0,7,10.0,205
1,68,3,2,11,10.0,-119
1,84,2,2,6,10.0,363
1,71,2,2,3,10.0,-304
1,61,2,0,9,10.0,167
1,93,3,0,7,10.0,-62
1,49,2,0,2,10.0,12
1,40,2,2,3,10.0,4
1,61,2,0,4,10.0,-139
1,28,2,2,2,10.0,-194
1,53,3,0,9,10.0,450
1,61,2,0,3,10.0,74
1,83,2,0,3,10.0,-12
1,71,2,0,7,10.0,4
1,77,2,0,5,10.0,-28
1,97,1,1,3,10.0,-333
1,69,3,0,4,10.0,224
1,77,2,0,5,10.0,373
1,65,2,0,2,10.0,248
1,76,3,2,3,10.0,131
1,29,2,0,9,10.0,122
1,66,3,2,2,10.0,108
1,91,3,0,5,10.0,-138
1,73,3,0,1,10.0,123
1,62,3,2,4,10.0,-7
1,105,2,2,1,10.0,24
1,75,2,0,2,10.0,-87
1,98,2,2,4,10.0,-271
1,72,2,2,3,10.0,-324
1,62,2,2,6,15.0,47
1,54,2,2,4,20.0,-176
1,66,2,0,2,12.0,527
1,37,2,0,1,18.0,397
0,29,2,2,3,10.0,-118
1,55,2,0,3,18.0,592
1,48,1,1,1,10.0,186
1,73,2,0,4,10.0,-286
1,39,3,0,3,10.0,647
0,49,3,0,4,11.0,937
1,48,3,2,8,10.0,-688
1,79,3,0,6,15.0,564
1,9,2,0,1,27.0,223
1,51,2,0,4,10.0,586
1,33,0,0,2,11.0,33
1,94,2,2,3,17.0,-155
1,47,2,0,5,14.0,614
1,27,2,0,4,25.0,326
1,11,2,2,3,8.0,16
0,70,2,2,3,10.0,-380
1,60,2,2,3,20.0,-357
0,27,2,0,3,15.0,652
0,50,1,1,1,15.0,60
1,73,2,0,5,10.0,345
0,21,2,0,5,13.0,753
1,39,2,0,3,17.0,357
1,45,3,0,6,12.0,73
1,110,2,2,9,12.0,-51
1,45,2,0,5,12.0,27
1,40,2,2,9,12.0,1
1,77,2,0,5,15.0,-78
1,47,2,0,2,14.0,-76
1,45,2,0,12,8.0,117
1,40,2,2,8,8.0,-95
1,41,2,0,9,15.0,-32
1,48,2,2,2,10.0,12
1,62,0,2,10,8.0,47
1,46,0,2,6,8.0,-15
0,31,3,0,6,25.0,984
0,38,3,2,1,25.0,-984
1,34,3,2,7,8.0,-547
1,22,3,2,3,13.0,-496
1,92,2,2,11,18.0,-149
1,65,2,0,10,10.0,-198
1,53,0,0,5,10.0,249
1,22,2,2,6,10.0,-269
1,68,3,2,8,10.0,11
1,57,0,0,5,10.0,177
1,52,2,0,5,10.0,44
1,49,2,0,13,10.0,-148
1,51,2,0,10,10.0,22
1,20,2,2,7,10.0,-157
1,137,0,0,4,12.0,0
1,46,2,2,4,12.0,19
1,39,2,0,5,12.0,304
1,76,0,2,2,12.0,67
1,126,2,2,2,12.0,-123
1,66,3,2,4,12.0,38
1,106,1,1,5,12.0,304
1,112,2,2,4,12.0,-142
1,46,2,2,2,12.0,-219
1,134,3,2,4,12.0,254
1,80,0,2,3,12.0,-205
1,47,1,1,10,12.0,9
1,88,2,2,2,12.0,234
1,45,2,2,2,12.0,145
1,76,0,2,6,12.0,-139
1,43,3,0,6,12.0,419
1,43,2,0,11,12.0,98
1,64,2,2,17,8.0,34
1,39,2,0,12,15.0,84
1,50,2,2,9,8.0,16
1,96,0,2,8,10.0,100
1,136,1,1,13,10.0,-154
1,71,2,0,12,10.0,133
1,86,0,2,12,10.0,-110
1,55,2,2,4,10.0,-25
1,28,2,2,7,10.0,-116
1,83,2,0,7,10.0,-5
1,117,2,0,10,10.0,-143
1,95,0,0,12,10.0,66
1,98,2,2,2,10.0,-47
1,120,2,2,7,8.0,-94
1,107,0,0,7,10.0,19
1,48,3,2,3,18.0,-85
0,38,2,2,5,10.0,73
0,16,2,0,3,20.0,92
1,44,2,2,6,8.0,68
1,36,3,2,6,13.0,-254
1,59,2,0,4,20.0,60
1,20,2,2,10,13.0,-188
0,54,1,1,6,10.0,-188
1,42,3,2,6,20.0,-310
1,21,2,0,2,33.0,215
1,46,2,0,5,10.0,-182
1,23,2,0,4,10.0,220
1,55,3,0,4,19.0,752
1,63,3,0,2,10.0,-66
1,24,3,2,3,15.0,-150
1,91,2,0,3,15.0,34
1,33,3,0,5,15.0,59
1,77,2,0,10,50.0,28
1,91,0,0,2,10.0,104
1,125,3,0,2,10.0,114
1,41,3,0,6,8.0,153
1,118,3,2,5,10.0,73
1,49,3,0,7,10.0,129
1,64,2,2,4,10.0,67
1,42,3,2,11,10.0,-15
0,35,3,0,9,10.0,1172
0,26,0,2,4,8.0,-401
0,19,0,0,2,8.0,339
0,42,0,2,4,8.0,-437
0,32,0,2,28,8.0,-521
0,24,0,2,3,8.0,23
0,76,1,1,4,30.0,-489
